PlaceName,State,TCUSA,Years,TCPopulation,pop_2012,pct_poverty,hh_inc_med,fam_inc_med,pct_hsgrad,pct_bachdeg,pct_ownocc,pct_rentocc,hm_val_med,pct_white,age_med,pct_u18,pct_o65,region9,tcusa8nn
Experiment CDP,GA,0,0,-99,2799,0.3258,29104,33250,0.5377,0.1048,0.514,0.486,95400,0.4519,37.4,0.2326,0.1697,South Atlantic,2
Lagrange town,IN,0,0,-99,2799,0.2118,34198,46667,0.7923,0.0778,0.6113,0.3887,91700,0.9607,36.8,0.2651,0.1944,East North Central,2
Aurelius town,NY,0,0,-99,2799,0.049,55733,66389,0.848,0.184,0.833,0.167,112500,0.995,46.7,0.2,0.174,Middle Atlantic,0
Cache city,OK,0,0,-99,2799,0.25,38125,50938,0.888,0.1446,0.6831,0.3169,84600,0.7074,32.5,0.2844,0.1325,West South Central,0
Mosheim town,TN,0,0,-99,2799,0.1745,33008,47557,0.7867,0.0666,0.6803,0.3197,105500,0.9335,36.9,0.2497,0.1272,East South Central,1
Wilton city,IA,0,0,-99,2800,0.0871,57202,67841,0.9366,0.187,0.7217,0.2783,122100,0.9882,37.6,0.2332,0.1261,West North Central,2
Berne town,NY,0,0,-99,2800,0.047,62469,75404,0.947,0.309,0.905,0.095,176300,0.9468,46.2,0.172,0.174,Middle Atlantic,0
Walworth village,WI,0,0,-99,2800,0.1201,51000,63625,0.8641,0.2437,0.6037,0.3963,185100,0.9275,33.8,0.2843,0.1386,East North Central,3
Oronogo city,MO,0,0,-99,2801,0.0941,64722,69397,0.8392,0.2512,0.8968,0.1032,117000,0.9732,29.9,0.3192,0.0557,West North Central,0
Brighton town,TN,0,0,-99,2801,0.1222,52917,55625,0.8689,0.1795,0.685,0.315,138600,0.7551,27.1,0.3395,0.0521,East South Central,0
Hildale city,UT,0,0,-99,2801,0.2965,33935,36563,0.7651,0.0655,0.1456,0.8544,161800,1,14.7,0.5823,0.0129,Mountain,3
Baraga village,MI,0,0,-99,2802,0.2316,27708,36111,0.6949,0.0396,0.6066,0.3934,82000,0.4425,34.5,0.1581,0.0899,East North Central,0
Montgomery City city,MO,0,0,-99,2802,0.2339,40060,59444,0.8519,0.1862,0.6307,0.3693,108800,0.9575,35.5,0.2769,0.1253,West North Central,0
West Hammond CDP,NM,0,0,-99,2802,0.0529,90600,93983,0.9189,0.1023,0.9305,0.0695,161600,0.7202,42.7,0.2316,0.0435,Mountain,0
Stockport town,NY,0,0,-99,2802,0.105,54495,69167,0.866,0.159,0.8,0.2,173000,0.9797,50.4,0.156,0.177,Middle Atlantic,0
Rochester township,PA,0,0,-99,2802,0.06,52625,69954,0.886,0.177,0.853,0.147,107500,0.95,49.6,0.146,0.202,Middle Atlantic,1
Agua Dulce CDP,TX,0,0,-99,2802,0.5175,31607,32168,0.4128,0.0534,0.9251,0.0749,51000,0.879,23.7,0.3762,0.0321,West South Central,0
New Hope city,AL,0,0,-99,2803,0.1279,39225,44590,0.7793,0.1036,0.7496,0.2504,89600,0.9119,42,0.2098,0.1213,East South Central,2
Lewes city,DE,1,13,3000,2803,0.05,58125,66484,0.9324,0.4825,0.8058,0.1942,509500,0.9504,60.5,0.092,0.3932,South Atlantic,1
Gowanda village,NY,1,12,2800,2803,0.1374,43558,62875,0.8459,0.1699,0.6009,0.3991,70400,0.8944,46,0.1837,0.1969,Middle Atlantic,0
Womelsdorf borough,PA,0,0,-99,2803,0.087,51172,66714,0.844,0.161,0.694,0.306,128300,0.8555,39.4,0.254,0.133,Middle Atlantic,1
Parowan city,UT,1,11,2800,2803,0.1142,43047,53864,0.9816,0.1824,0.79,0.21,191100,0.9504,38.3,0.2986,0.1734,Mountain,4
Fairmount town,IN,0,0,-99,2804,0.1302,40905,49208,0.7897,0.1052,0.7892,0.2108,69400,0.9476,45,0.2304,0.1416,East North Central,0
Juneau city,WI,0,0,-99,2804,0.1685,43313,57692,0.8609,0.1127,0.6319,0.3681,124000,0.9397,36.3,0.2247,0.163,East North Central,2
Murfreesboro town,NC,0,0,-99,2805,0.2576,38430,45066,0.8884,0.325,0.5334,0.4666,116700,0.4292,34.3,0.1847,0.1301,South Atlantic,0
Voorheesville village,NY,0,0,-99,2805,0.0616,79750,88558,0.9505,0.4794,0.8076,0.1924,235400,0.9119,39.9,0.2592,0.134,Middle Atlantic,1
Watertown CDP,FL,0,0,-99,2808,0.1771,34177,35769,0.7945,0.1072,0.6124,0.3876,106200,0.6784,43.2,0.2051,0.161,South Atlantic,2
Houghton Lake CDP,MI,0,0,-99,2809,0.2601,27894,37206,0.8024,0.0992,0.7689,0.2311,89400,0.9797,53.5,0.1104,0.2606,East North Central,0
Cazenovia village,NY,1,3,3200,2809,0.1392,51458,76914,0.9254,0.4926,0.5784,0.4216,223800,0.9384,32.1,0.1648,0.1659,Middle Atlantic,0
Fermanagh township,PA,0,0,-99,2809,0.103,46477,54821,0.851,0.13,0.753,0.247,144700,0.9897,47.7,0.213,0.271,Middle Atlantic,0
Bonifay city,FL,0,0,-99,2811,0.2655,24837,37917,0.7983,0.1679,0.5167,0.4833,85800,0.8794,36.1,0.2526,0.207,South Atlantic,0
Brices Creek CDP,NC,0,0,-99,2811,0.0341,69125,90814,0.9753,0.415,0.8513,0.1487,247300,0.8986,40.8,0.2398,0.1078,South Atlantic,2
Belleville village,WI,0,0,-99,2811,0.0634,65515,76458,0.9036,0.1845,0.7948,0.2052,178400,0.9801,32.4,0.2853,0.0655,East North Central,6
Cairo city,IL,0,0,-99,2812,0.4688,16977,29453,0.7624,0.0838,0.4494,0.5506,33900,0.2692,34.2,0.2934,0.1863,East North Central,0
Warren AFB CDP,WY,1,26,5350,2812,0.0123,46055,45430,0.983,0.2924,0.0274,0.9726,157100,0.7486,22.1,0.3001,0.0078,Mountain,1
Coxsackie village,NY,0,0,-99,2813,0.1213,46373,63214,0.8401,0.1803,0.6026,0.3974,173600,0.8859,39.6,0.2424,0.1511,Middle Atlantic,0
Moss Beach CDP,CA,0,0,-99,2814,0.1184,80469,128824,0.8327,0.4595,0.698,0.302,683600,0.7893,49,0.1905,0.1652,Pacific,2
West Ishpeming CDP,MI,0,0,-99,2814,0.0793,49429,67841,0.9301,0.2486,0.9907,0.0093,101300,0.973,42.7,0.2353,0.1354,East North Central,1
Gleed CDP,WA,0,0,-99,2814,0.1255,56392,57231,0.7525,0.1951,0.8666,0.1334,167000,0.8308,47,0.2537,0.1475,Pacific,0
Jay city,OK,0,0,-99,2815,0.3157,26776,33108,0.7593,0.0842,0.5723,0.4277,76700,0.4096,33.2,0.3144,0.1187,West South Central,0
Edgecliff Village town,TX,0,0,-99,2815,0.0801,65417,74188,0.8988,0.2165,0.8635,0.1365,121900,0.8067,42.8,0.2231,0.1851,West South Central,2
Oak Point city,TX,0,0,-99,2815,0.0159,89732,105474,0.9675,0.3595,0.9156,0.0844,190100,0.9353,41,0.2526,0.0892,West South Central,1
Luverne city,AL,0,0,-99,2816,0.2507,39609,56005,0.7382,0.1121,0.5076,0.4924,64700,0.5643,42,0.1719,0.255,East South Central,0
Plympton town,MA,0,0,-99,2817,0.045,99500,106076,0.941,0.346,0.944,0.056,382200,0.9776,45.6,0.195,0.14,New England,1
East Tawas city,MI,0,0,-99,2817,0.1834,37969,50179,0.8591,0.2733,0.7825,0.2175,98200,0.994,51.8,0.1821,0.2943,East North Central,0
Colfax city,WA,1,9,2880,2817,0.1378,39276,48854,0.9338,0.2573,0.6523,0.3477,127900,0.9432,40.5,0.2038,0.2361,Pacific,1
Round Lake Heights village,IL,0,0,-99,2818,0.067,64038,76316,0.7699,0.2043,0.8517,0.1483,165300,0.7988,32.4,0.3517,0.06,East North Central,0
East Hanover township,PA,0,0,-99,2818,0.019,58988,71818,0.828,0.14,0.836,0.164,191700,0.9776,43.8,0.189,0.15,Middle Atlantic,0
Needville city,TX,0,0,-99,2818,0.1594,49815,59187,0.796,0.1618,0.6321,0.3679,94700,0.8485,37.2,0.2665,0.1568,West South Central,0
Clarion city,IA,0,0,-99,2819,0.1622,39125,58750,0.9131,0.1397,0.7066,0.2934,75300,0.933,42.4,0.2533,0.2281,West North Central,0
Rollingwood CDP,CA,0,0,-99,2820,0.1441,54474,59423,0.542,0.1231,0.6366,0.3634,214200,0.6706,29.6,0.3617,0.0691,Pacific,1
Sandstone city,MN,0,0,-99,2820,0.1156,43477,47813,0.8624,0.1283,0.5244,0.4756,99400,0.7358,35.9,0.1613,0.0975,West North Central,0
Hillsboro city,MO,0,0,-99,2820,0.0869,45069,57039,0.8574,0.1011,0.6081,0.3919,150500,0.9053,28.8,0.2887,0.0766,West North Central,1
Twinsburg township,OH,1,5,2100,2820,0.178,66598,99783,0.97,0.349,0.771,0.229,196300,0.5493,36.2,0.308,0.025,East North Central,3
West city,TX,0,0,-99,2820,0.1714,37253,51563,0.7855,0.1527,0.6276,0.3724,92800,0.8713,41.4,0.2599,0.216,West South Central,0
Salton City CDP,CA,0,0,-99,2821,0.2805,33062,33889,0.7126,0.1215,0.5054,0.4946,92800,0.738,32.5,0.2963,0.0833,Pacific,0
Canadian Lakes CDP,MI,0,0,-99,2821,0.0913,54617,59519,0.9555,0.3405,0.9135,0.0865,188100,0.9677,58.4,0.1613,0.391,East North Central,1
Johnsonburg borough,PA,0,0,-99,2821,0.189,33409,47258,0.876,0.074,0.744,0.256,46200,0.989,39.3,0.266,0.173,Middle Atlantic,1
Alderton CDP,WA,0,0,-99,2821,0.0573,63936,82833,0.913,0.1852,0.7911,0.2089,257000,0.9461,42,0.2081,0.1258,Pacific,3
San Miguel CDP,CA,0,0,-99,2822,0.1455,44450,43025,0.7324,0.084,0.5416,0.4584,232600,0.5801,27.5,0.3327,0.0234,Pacific,0
Missouri Valley city,IA,0,0,-99,2822,0.1364,44474,64167,0.8832,0.1061,0.601,0.399,89700,0.9901,41.3,0.2328,0.1921,West North Central,0
Freer city,TX,0,0,-99,2822,0.2815,32419,39833,0.5806,0.0235,0.715,0.285,53700,0.9511,29.4,0.3547,0.1116,West South Central,0
Jay town,NY,0,0,-99,2823,0.098,52353,61250,0.888,0.266,0.794,0.206,155400,0.9869,46,0.216,0.173,Middle Atlantic,0
Perkins city,OK,0,0,-99,2823,0.1713,40455,56813,0.8612,0.2708,0.6304,0.3696,92500,0.797,36.1,0.2887,0.1268,West South Central,0
Bridgewater township,PA,0,0,-99,2823,0.124,46250,64188,0.892,0.172,0.774,0.226,154000,0.994,46.4,0.194,0.165,Middle Atlantic,0
Weathersfield town,VT,0,0,-99,2823,0.065,62974,69318,0.929,0.263,0.825,0.175,184500,0.9883,48.3,0.192,0.216,New England,0
Florida village,NY,0,0,-99,2824,0.0494,77885,88816,0.9459,0.3271,0.7886,0.2114,278600,0.8438,48.6,0.1813,0.1654,Middle Atlantic,1
Strasburg borough,PA,0,0,-99,2824,0.076,62917,75650,0.936,0.278,0.734,0.266,205300,0.9703,38.2,0.25,0.121,Middle Atlantic,0
Bellows Falls village,VT,0,0,-99,2825,0.1489,31492,37037,0.8351,0.124,0.4801,0.5199,138700,0.9331,41.2,0.2039,0.155,New England,0
Eufaula city,OK,0,0,-99,2826,0.2385,31941,38963,0.8334,0.1359,0.6445,0.3555,95200,0.5425,41.9,0.2187,0.2534,West South Central,0
Shorewood Forest CDP,IN,0,0,-99,2827,0.0208,118984,130700,0.9565,0.4824,0.9657,0.0343,327400,0.9689,46.6,0.2105,0.1044,East North Central,1
Hamilton city,IL,0,0,-99,2828,0.1046,48514,56484,0.9165,0.1816,0.8317,0.1683,84500,0.9714,44.9,0.1895,0.2146,East North Central,0
Chatfield city,MN,1,22,2794,2828,0.0991,51223,68827,0.9359,0.2649,0.7372,0.2628,145300,0.9859,38.4,0.2779,0.1616,West North Central,1
Montrose city,MN,0,0,-99,2828,0.0857,59696,63257,0.839,0.155,0.8275,0.1725,152400,0.867,27,0.3755,0.0364,West North Central,0
Brinckerhoff CDP,NY,0,0,-99,2828,0.0222,102560,106338,0.9495,0.3321,0.9661,0.0339,315000,0.9314,41,0.2786,0.1245,Middle Atlantic,0
Springfield city,GA,0,0,-99,2829,0.1181,44031,55536,0.8098,0.1661,0.6487,0.3513,121300,0.7264,35.7,0.2849,0.1502,South Atlantic,1
Gorham town,NH,0,0,-99,2830,0.097,45458,64231,0.899,0.22,0.661,0.339,140000,0.9813,41.7,0.235,0.136,New England,0
Brookhaven CDP,NY,0,0,-99,2830,0.0688,82647,99943,0.8807,0.3489,0.8387,0.1613,422900,0.8555,46.5,0.2452,0.2131,Middle Atlantic,0
Avondale Estates city,GA,1,30,2829,2831,0.0634,89306,107273,0.9874,0.6822,0.8732,0.1268,325700,0.8718,44.8,0.2095,0.1201,South Atlantic,2
St. Marys city,KS,0,0,-99,2831,0.0977,47452,58558,0.9408,0.2018,0.7068,0.2932,134400,0.9318,28.8,0.3681,0.1508,West North Central,0
Canyon Creek CDP,WA,0,0,-99,2831,0.0714,69167,77308,0.8875,0.1238,0.8232,0.1768,226000,0.9537,40.8,0.1886,0.0745,Pacific,0
Rogers City city,MI,0,0,-99,2832,0.1076,38517,45634,0.8728,0.1752,0.7713,0.2287,76900,0.9838,49.3,0.1815,0.304,East North Central,1
Benton town,NY,0,0,-99,2832,0.081,49560,62875,0.767,0.171,0.852,0.148,127700,0.9951,39.3,0.287,0.208,Middle Atlantic,0
England city,AR,0,0,-99,2833,0.3474,28254,32574,0.7603,0.1221,0.4698,0.5302,79100,0.6788,38.6,0.2789,0.1641,West South Central,1
North Fort Lewis CDP,WA,0,0,-99,2833,0.1074,46538,47212,0.9738,0.1393,0,1,0,0.6675,22.7,0.2824,0,Pacific,3
Town Line CDP,NY,0,0,-99,2834,0.0503,62288,68558,0.9263,0.1765,0.886,0.114,149900,0.9788,48.9,0.1729,0.217,Middle Atlantic,2
Winchester CDP,CA,0,0,-99,2835,0.2263,51250,80408,0.7535,0.0961,0.7165,0.2835,193300,0.8829,41.7,0.2275,0.1411,Pacific,1
Newton city,IL,0,0,-99,2835,0.1287,38403,43818,0.9087,0.1685,0.6614,0.3386,74200,0.9915,43.4,0.2194,0.206,East North Central,0
Dahlgren CDP,VA,0,0,-99,2835,0.015,81948,89036,0.915,0.3247,0.5526,0.4474,257900,0.6212,33.1,0.3231,0.0624,South Atlantic,0
Meadowdale CDP,WA,0,0,-99,2835,0.1053,84150,90846,0.9485,0.409,0.7653,0.2347,365700,0.8956,39.9,0.2286,0.0959,Pacific,2
Marquette Heights city,IL,1,23,2824,2836,0.0718,60602,65833,0.8927,0.1197,0.9088,0.0912,97700,0.9707,34.8,0.2641,0.1065,East North Central,0
Lindsay city,OK,0,0,-99,2836,0.1683,37383,51346,0.8012,0.0992,0.7332,0.2668,77400,0.8533,36.4,0.2733,0.1865,West South Central,0
Allegheny township,PA,0,0,-99,2836,0.076,63600,69583,0.881,0.116,0.878,0.122,159200,0.6911,38.5,0.12,0.077,Middle Atlantic,0
Thermopolis town,WY,0,0,-99,2836,0.1486,37344,49884,0.899,0.1981,0.6154,0.3846,123300,0.9944,45.7,0.2112,0.2338,Mountain,2
Watkinsville city,GA,1,8,2000,2837,0.1269,57813,67232,0.8879,0.4118,0.7343,0.2657,179500,0.8505,34.9,0.251,0.1237,South Atlantic,2
South Padre Island town,TX,0,0,-99,2837,0.2112,52105,85263,0.9408,0.3696,0.6721,0.3279,276300,0.9284,57.6,0.1005,0.3155,West South Central,0
West Brattleboro CDP,VT,0,0,-99,2837,0.2244,33426,43309,0.8485,0.2852,0.555,0.445,160900,0.8735,42.2,0.2471,0.172,New England,0
Ashland borough,PA,0,0,-99,2838,0.173,37311,48165,0.845,0.118,0.645,0.355,51100,1,40.7,0.185,0.178,Middle Atlantic,0
Stonycreek township,PA,0,0,-99,2840,0.117,45165,58789,0.896,0.191,0.736,0.264,89800,0.9401,51.4,0.114,0.261,Middle Atlantic,2
Marengo city,IA,0,0,-99,2841,0.1442,47061,53681,0.8745,0.091,0.715,0.285,87300,0.9782,39.6,0.2562,0.1683,West North Central,0
Homerville city,GA,1,1,2681,2842,0.3525,25893,39816,0.6979,0.1331,0.5752,0.4248,54900,0.5296,31.4,0.3283,0.145,South Atlantic,0
Bedford borough,PA,0,0,-99,2844,0.168,28975,51019,0.845,0.17,0.483,0.517,142500,0.9996,49,0.191,0.253,Middle Atlantic,0
Newton township,PA,0,0,-99,2844,0.075,67417,76823,0.896,0.245,0.871,0.129,201900,0.98,46.9,0.182,0.202,Middle Atlantic,1
Montana City CDP,MT,0,0,-99,2845,0.0138,98362,100000,0.9843,0.4587,0.9298,0.0702,308600,0.9649,42.6,0.2896,0.1199,Mountain,1
Midway South CDP,TX,0,0,-99,2845,0.3595,46222,42981,0.5593,0.0092,0.9064,0.0936,80200,0.7111,24.1,0.381,0.0401,West South Central,0
Chevy Chase town,MD,0,0,-99,2846,0.0131,250001,250001,0.9897,0.9271,0.9608,0.0392,1000001,0.915,45.6,0.2804,0.1441,South Atlantic,1
Warner town,NH,0,0,-99,2846,0.06,65288,70125,0.959,0.355,0.784,0.216,262100,0.9807,44.1,0.199,0.153,New England,0
Northeast Ithaca CDP,NY,0,0,-99,2846,0.1527,78125,97875,0.9546,0.8279,0.5636,0.4364,224900,0.6128,33.6,0.2154,0.11,Middle Atlantic,2
Lena village,IL,0,0,-99,2847,0.0682,47399,63523,0.879,0.1884,0.7971,0.2029,116600,0.9779,45,0.2223,0.2325,East North Central,1
Monterey town,TN,0,0,-99,2847,0.3451,24263,26406,0.7067,0.0699,0.5379,0.4621,85400,0.9719,34.4,0.3038,0.183,East South Central,2
Wrightstown village,WI,0,0,-99,2847,0.0609,71522,75887,0.921,0.3036,0.7475,0.2525,174700,0.9705,33.3,0.2919,0.065,East North Central,6
Mount Vernon city,KY,0,0,-99,2848,0.4054,21484,33750,0.733,0.1178,0.6245,0.3755,73100,0.9751,37.9,0.2419,0.1643,East South Central,1
Dulce CDP,NM,0,0,-99,2848,0.211,44760,49185,0.8232,0.112,0.6542,0.3458,58400,0.0671,28.9,0.3223,0.0692,Mountain,0
Wilburton city,OK,0,0,-99,2848,0.2053,36612,42670,0.7829,0.1048,0.5483,0.4517,60200,0.7244,28.2,0.2447,0.1176,West South Central,0
Saylorville CDP,IA,0,0,-99,2849,0.0113,61250,74865,0.95,0.296,0.9287,0.0713,174100,0.9919,43.5,0.2415,0.126,West North Central,4
Arnold CDP,MN,0,0,-99,2849,0.1186,67939,73357,0.945,0.1985,0.9096,0.0904,182800,0.9951,46.2,0.192,0.1457,West North Central,3
Luzerne borough,PA,0,0,-99,2849,0.241,29096,33320,0.817,0.107,0.518,0.482,80200,0.9452,41.3,0.169,0.16,Middle Atlantic,1
North Catasauqua borough,PA,0,0,-99,2849,0.026,53892,69958,0.941,0.232,0.71,0.29,183300,0.954,45.1,0.2,0.141,Middle Atlantic,2
Osceola town,IN,0,0,-99,2850,0.0807,50233,52273,0.8814,0.1263,0.8071,0.1929,110600,0.9621,34.9,0.2919,0.1354,East North Central,3
Horseheads North CDP,NY,0,0,-99,2850,0.132,82583,88750,0.9846,0.3647,0.778,0.222,138000,0.9782,43.7,0.227,0.1547,Middle Atlantic,0
Lisbon village,OH,1,33,2783,2850,0.1648,37017,45063,0.8623,0.128,0.5997,0.4003,75600,0.9811,42.5,0.1996,0.1453,East North Central,2
Eglin AFB CDP,FL,0,0,-99,2851,0.072,32009,40188,0.9613,0.094,0.0057,0.9943,0,0.7089,23.5,0.3658,0.1087,South Atlantic,1
West Grove borough,PA,0,0,-99,2851,0.034,67778,72019,0.841,0.272,0.763,0.237,203800,0.8215,31.1,0.261,0.054,Middle Atlantic,0
Madison city,FL,0,0,-99,2852,0.3563,22961,29922,0.7493,0.1373,0.5385,0.4615,84000,0.2935,31.4,0.2896,0.1318,South Atlantic,0
Dayton city,WA,0,0,-99,2852,0.1256,42879,52270,0.8785,0.1599,0.7419,0.2581,143500,0.9211,44.2,0.2251,0.1928,Pacific,1
Syracuse town,IN,1,13,2810,2853,0.1485,44676,52201,0.8562,0.14,0.768,0.232,111000,0.938,37,0.2741,0.1339,East North Central,1
Tamworth town,NH,0,0,-99,2854,0.186,41128,52455,0.88,0.225,0.791,0.209,175400,0.9786,49.1,0.143,0.157,New England,0
Caldwell village,OH,0,0,-99,2854,0.1538,28413,45114,0.7574,0.0746,0.6544,0.3456,79700,0.8094,36.3,0.09,0.199,East North Central,0
Andrews town,SC,0,0,-99,2854,0.3813,23750,29539,0.6815,0.0811,0.5396,0.4604,92400,0.3637,29.2,0.3532,0.1055,South Atlantic,1
Blanchard town,LA,0,0,-99,2856,0.0797,62429,82326,0.8834,0.1789,0.7548,0.2452,153400,0.847,38.4,0.2525,0.1422,West South Central,1
Many town,LA,0,0,-99,2856,0.3066,21203,27750,0.7437,0.1345,0.4172,0.5828,68400,0.4216,35.8,0.2577,0.1569,West South Central,0
Berlin town,MA,0,0,-99,2856,0.023,95438,106576,0.944,0.45,0.849,0.151,399600,0.9436,45.3,0.208,0.173,New England,2
Louisa city,KY,0,0,-99,2857,0.3603,25000,38495,0.7632,0.2047,0.513,0.487,99500,0.9625,38.1,0.2538,0.1719,East South Central,0
Spring Arbor CDP,MI,0,0,-99,2857,0.0205,50851,68409,0.912,0.2932,0.5642,0.4358,145900,0.9258,22.4,0.126,0.1628,East North Central,2
Turley CDP,OK,0,0,-99,2857,0.1452,40106,43036,0.7357,0.0411,0.7817,0.2183,48200,0.7095,43,0.2202,0.1344,West South Central,1
Seven Fields borough,PA,0,0,-99,2857,0.029,96616,113000,0.981,0.677,0.731,0.269,286400,0.9412,34.8,0.276,0.051,Middle Atlantic,0
Balcones Heights city,TX,0,0,-99,2857,0.3089,26197,35639,0.7528,0.1429,0.1711,0.8289,96800,0.518,33.6,0.2454,0.1012,West South Central,1
Wellton town,AZ,0,0,-99,2858,0.2189,38269,38310,0.7457,0.0855,0.7278,0.2722,62400,0.6274,54.5,0.1987,0.3863,Mountain,1
East Penn township,PA,0,0,-99,2858,0.052,58462,65083,0.862,0.149,0.848,0.152,176900,0.9584,41,0.229,0.133,Middle Atlantic,1
Riverview CDP,DE,0,0,-99,2859,0.0294,78558,66250,0.9396,0.2353,0.964,0.036,238100,0.929,38.7,0.2557,0.1459,South Atlantic,0
Schulenburg city,TX,0,0,-99,2859,0.2243,33750,38664,0.6837,0.137,0.5628,0.4372,88900,0.8286,34.1,0.3186,0.2078,West South Central,0
Pima town,AZ,0,0,-99,2860,0.1347,49239,53977,0.8934,0.2203,0.6941,0.3059,125000,0.9339,27.6,0.3329,0.1154,Mountain,0
Caledonia city,MN,0,0,-99,2860,0.174,36910,54492,0.8611,0.1928,0.7263,0.2737,110000,0.9381,44.3,0.1857,0.2301,West North Central,0
Afton town,NY,0,0,-99,2860,0.122,41302,41783,0.814,0.11,0.744,0.256,85000,0.9664,47.8,0.178,0.249,Middle Atlantic,0
Woodcock township,PA,0,0,-99,2860,0.108,53615,63889,0.883,0.176,0.909,0.091,106200,0.9881,45.5,0.233,0.191,Middle Atlantic,1
Pottsville city,AR,0,0,-99,2861,0.1383,45417,49722,0.8209,0.1163,0.7512,0.2488,120000,0.9332,30.7,0.2786,0.0933,West South Central,0
Windsor city,MO,0,0,-99,2861,0.1889,33545,52681,0.886,0.0872,0.7265,0.2735,72400,0.9913,44.1,0.215,0.2069,West North Central,0
Denmark town,NY,0,0,-99,2862,0.125,47963,53795,0.829,0.15,0.806,0.194,124600,0.9738,36.5,0.282,0.159,Middle Atlantic,0
Timmonsville town,SC,0,0,-99,2862,0.4441,25237,26232,0.7472,0.1017,0.4696,0.5304,70600,0.1415,35.9,0.2904,0.1041,South Atlantic,2
Four Bridges CDP,OH,0,0,-99,2863,0.0206,83239,111587,0.9626,0.5214,0.6667,0.3333,403200,0.9462,40.8,0.2948,0.1415,East North Central,1
Abbeville city,GA,0,0,-99,2864,0.2722,23750,34236,0.6286,0.0388,0.6278,0.3722,44000,0.3834,39.9,0.0862,0.0824,South Atlantic,1
Norway city,MI,1,1,2849,2864,0.1463,42697,46787,0.9439,0.1335,0.775,0.225,65300,0.9717,41.8,0.2538,0.1833,East North Central,0
Riverview village,MO,0,0,-99,2864,0.206,34837,41484,0.9182,0.0478,0.5387,0.4613,67800,0.3181,32.6,0.3013,0.0862,West North Central,0
Shelby city,MT,1,14,3376,2864,0.1539,44639,55625,0.9199,0.1862,0.5877,0.4123,106700,0.8904,43.4,0.1826,0.154,Mountain,1
Tularosa village,NM,0,0,-99,2865,0.2018,28222,40570,0.8214,0.2196,0.7141,0.2859,96100,0.7962,41.8,0.2684,0.2276,Mountain,0
West Mahanoy township,PA,0,0,-99,2865,0.111,46659,60694,0.866,0.162,0.938,0.062,67900,0.9791,49.7,0.157,0.23,Middle Atlantic,0
Hamburg city,AR,0,0,-99,2866,0.2733,30650,35536,0.7695,0.1943,0.7356,0.2644,71100,0.6274,40.5,0.2851,0.201,West South Central,0
Crockett CDP,CA,0,0,-99,2866,0.0802,81304,98839,0.939,0.3584,0.6909,0.3091,379600,0.8719,46.4,0.186,0.1375,Pacific,2
Delmar township,PA,0,0,-99,2866,0.09,44871,57972,0.886,0.211,0.844,0.156,129300,0.9766,49.8,0.204,0.202,Middle Atlantic,0
Hanapepe CDP,HI,0,0,-99,2867,0.0311,73418,78641,0.8952,0.1868,0.6639,0.3361,464000,0.1604,37.9,0.2306,0.1064,Pacific,0
Waynesville village,OH,0,0,-99,2867,0.0484,53333,63009,0.8963,0.2482,0.6524,0.3476,162200,0.9602,40.9,0.2424,0.1894,East North Central,2
Whitfield CDP,FL,0,0,-99,2868,0.1217,58792,79063,0.9598,0.2753,0.781,0.219,209300,0.9062,46.2,0.1639,0.2266,South Atlantic,2
Clinton township,PA,0,0,-99,2868,0.123,49792,59934,0.911,0.21,0.829,0.171,160100,0.9756,45.1,0.237,0.134,Middle Atlantic,0
Superior town,AZ,0,0,-99,2869,0.2448,38722,55250,0.8257,0.0798,0.7795,0.2205,82100,0.7585,43,0.2036,0.1931,Mountain,0
Statham city,GA,0,0,-99,2869,0.1203,42500,54848,0.7603,0.1318,0.7354,0.2646,113600,0.8017,32.2,0.3339,0.0669,South Atlantic,1
La Center city,WA,0,0,-99,2869,0.0959,68167,72500,0.9747,0.3445,0.7454,0.2546,271000,0.9118,36.6,0.2935,0.0955,Pacific,1
Tama city,IA,0,0,-99,2871,0.1754,42208,51278,0.8116,0.1564,0.6731,0.3269,76300,0.8509,36.7,0.28,0.1449,West North Central,0
Akron village,NY,0,0,-99,2871,0.1263,40147,56944,0.9018,0.2607,0.6024,0.3976,116300,0.9286,36.8,0.2776,0.1487,Middle Atlantic,0
Kenhorst borough,PA,0,0,-99,2872,0.068,53625,58031,0.9,0.156,0.774,0.226,134900,0.8722,42.8,0.21,0.187,Middle Atlantic,2
Rugby city,ND,1,11,2876,2873,0.1465,41969,63005,0.8297,0.1096,0.6438,0.3562,84200,0.9356,44.5,0.1921,0.2471,West North Central,0
Greensboro city,AL,1,24,2497,2874,0.3103,27017,31898,0.695,0.0851,0.6407,0.3593,80600,0.396,36.9,0.2634,0.1534,East South Central,1
New Haven town,NY,0,0,-99,2874,0.13,51068,57143,0.89,0.146,0.885,0.115,86700,0.9816,38.8,0.263,0.122,Middle Atlantic,0
South Annville township,PA,0,0,-99,2875,0.072,64495,77404,0.9,0.21,0.915,0.085,185800,0.975,45.3,0.217,0.179,Middle Atlantic,0
Hooverson Heights CDP,WV,0,0,-99,2875,0.1183,39205,47778,0.878,0.0983,0.7963,0.2037,71300,0.9788,46.9,0.1892,0.2563,South Atlantic,1
Mountain Iron city,MN,0,0,-99,2876,0.1227,44073,65469,0.943,0.2323,0.685,0.315,108500,0.9711,47.9,0.1829,0.1843,West North Central,0
