PlaceName,State,TCUSA,Years,TCPopulation,pop_2012,pct_poverty,hh_inc_med,fam_inc_med,pct_hsgrad,pct_bachdeg,pct_ownocc,pct_rentocc,hm_val_med,pct_white,age_med,pct_u18,pct_o65,region9,tcusa8nn
Powell city,OH,1,16,13000,11466,0.0135,133133,140074,0.9866,0.7002,0.9615,0.0385,327800,0.8706,37.9,0.3238,0.0827,East North Central,5
Gloucester City city,NJ,0,0,-99,11468,0.134,55241,68300,0.812,0.135,0.719,0.281,152300,0.8927,36.3,0.248,0.13,Middle Atlantic,1
Peru city,IN,0,0,-99,11475,0.2062,32888,39521,0.7924,0.0783,0.6577,0.3423,61700,0.8878,37.7,0.2382,0.1584,East North Central,1
Yeadon borough,PA,0,0,-99,11477,0.151,46465,64259,0.901,0.258,0.662,0.338,149200,0.083,39.2,0.235,0.153,Middle Atlantic,2
Cedar Lake town,IN,0,0,-99,11484,0.0597,59090,66125,0.8742,0.1299,0.8205,0.1795,151400,0.9175,36.8,0.2646,0.1093,East North Central,3
Tyngsborough town,MA,0,0,-99,11484,0.05,104888,120893,0.943,0.413,0.854,0.146,359100,0.9289,41,0.231,0.105,New England,3
Purdue University CDP,IN,0,0,-99,11487,0.4879,19919,22782,0.9417,0.7795,0.009,0.991,0,0.7174,19.8,0.0341,3.00E-04,East North Central,2
Oskaloosa city,IA,1,18,11000,11494,0.2256,35354,57217,0.885,0.2246,0.6221,0.3779,92200,0.9211,35.9,0.2349,0.1719,West North Central,0
Carver town,MA,0,0,-99,11497,0.067,67963,88917,0.917,0.223,0.921,0.079,269100,0.9571,42.3,0.249,0.153,New England,2
North St. Paul city,MN,1,1,11485,11501,0.1071,52073,69805,0.89,0.2526,0.669,0.331,196700,0.7866,38.2,0.225,0.1222,West North Central,4
Mebane city,NC,0,0,-99,11502,0.1328,53369,68214,0.9007,0.3124,0.6217,0.3783,161400,0.7421,35.4,0.2302,0.1334,South Atlantic,2
Moss Bluff CDP,LA,0,0,-99,11506,0.0635,63718,75739,0.8915,0.196,0.8605,0.1395,164100,0.9127,34.9,0.2827,0.1079,West South Central,0
Ferndale city,WA,0,0,-99,11507,0.1814,49836,63841,0.8838,0.284,0.665,0.335,243100,0.8619,34.1,0.2846,0.1027,Pacific,1
Los Alamitos city,CA,0,0,-99,11510,0.0784,80449,89758,0.9225,0.4027,0.5059,0.4941,617900,0.724,39.2,0.2401,0.1542,Pacific,4
Mack CDP,OH,0,0,-99,11517,0.0503,82969,96741,0.9386,0.3496,0.973,0.027,223000,0.9841,43.9,0.2335,0.1404,East North Central,0
Lakeway city,TX,0,0,-99,11517,0.0605,103348,116865,0.9775,0.6383,0.8122,0.1878,372700,0.9231,44.7,0.248,0.164,West South Central,0
Grosse Pointe Park city,MI,1,31,13000,11523,0.0405,101094,119038,0.9644,0.6358,0.7185,0.2815,267200,0.8592,41.1,0.2687,0.1268,East North Central,4
Yazoo City city,MS,0,0,-99,11524,0.4526,20041,23594,0.6931,0.1398,0.4839,0.5161,67300,0.1545,31.6,0.2947,0.1306,East South Central,0
Greensburg city,IN,0,0,-99,11527,0.1494,42367,51300,0.8535,0.1415,0.5989,0.4011,108900,0.9656,37.4,0.238,0.1608,East North Central,0
Scotts Valley city,CA,0,0,-99,11532,0.0479,103769,116211,0.963,0.4551,0.7476,0.2524,579900,0.8315,40.7,0.2432,0.1211,Pacific,0
Pepperell town,MA,0,0,-99,11537,0.042,85150,97219,0.942,0.391,0.778,0.222,327300,0.96,42,0.237,0.094,New England,2
Lakeland Village CDP,CA,0,0,-99,11551,0.2052,45586,50233,0.7756,0.0786,0.5882,0.4118,174500,0.6752,32.9,0.3188,0.0814,Pacific,0
El Campo city,TX,0,0,-99,11551,0.2075,42771,56297,0.6742,0.1346,0.6606,0.3394,93700,0.8335,33.7,0.2826,0.1486,West South Central,0
Washington city,IN,0,0,-99,11552,0.1833,42230,48328,0.8028,0.1261,0.6615,0.3385,74500,0.9375,38.8,0.2666,0.1486,East North Central,0
Festus city,MO,0,0,-99,11559,0.1308,48358,64056,0.8782,0.1953,0.7453,0.2547,138000,0.9282,36.3,0.2691,0.1481,West North Central,1
North Wantagh CDP,NY,0,0,-99,11562,0.0203,93952,105508,0.9463,0.3643,0.9452,0.0548,408100,0.9558,42.1,0.2496,0.1683,Middle Atlantic,0
Dallas city,GA,0,0,-99,11564,0.271,41820,44909,0.8418,0.2062,0.4717,0.5283,115200,0.6632,31.2,0.3109,0.0928,South Atlantic,1
Robstown city,TX,0,0,-99,11566,0.3283,31224,35585,0.5583,0.0969,0.6199,0.3801,58400,0.9145,36.3,0.2995,0.1529,West South Central,0
Knightdale town,NC,1,13,12724,11567,0.0678,70512,81322,0.9344,0.4021,0.6916,0.3084,170900,0.5107,30.8,0.3048,0.0577,South Atlantic,5
Rehoboth town,MA,0,0,-99,11570,0.041,82152,93324,0.931,0.354,0.894,0.106,383800,0.978,42.6,0.218,0.115,New England,2
Gladstone city,OR,0,0,-99,11570,0.1313,50896,62425,0.909,0.1883,0.5767,0.4233,246500,0.8959,41.8,0.1962,0.1492,Pacific,2
Mexico city,MO,1,35,11551,11571,0.1355,39354,54955,0.8734,0.1638,0.6599,0.3401,82400,0.8584,36.7,0.2772,0.169,West North Central,1
Fernandina Beach city,FL,1,12,12000,11573,0.151,51277,64473,0.9195,0.3662,0.7204,0.2796,266100,0.7968,49.9,0.1799,0.2111,South Atlantic,4
North Valley CDP,NM,0,0,-99,11575,0.1518,45735,58826,0.81,0.2427,0.8002,0.1998,196000,0.7433,45.4,0.2139,0.1836,Mountain,0
Endwell CDP,NY,0,0,-99,11575,0.0832,55799,73750,0.9442,0.37,0.7236,0.2764,128800,0.9332,44.8,0.214,0.1903,Middle Atlantic,0
Calera city,AL,0,0,-99,11579,0.0799,62174,68272,0.8833,0.3127,0.8125,0.1875,138600,0.6876,30.9,0.2854,0.0855,East South Central,1
Elizabethtown borough,PA,0,0,-99,11579,0.09,50443,61692,0.898,0.265,0.517,0.483,166500,0.9233,31.8,0.193,0.145,Middle Atlantic,0
Mays Chapel CDP,MD,0,0,-99,11584,0.0141,94236,133560,0.976,0.6388,0.8123,0.1877,375700,0.852,44.5,0.2378,0.1678,South Atlantic,1
Bellmawr borough,NJ,0,0,-99,11585,0.107,53759,69358,0.833,0.142,0.702,0.298,186700,0.8528,40.5,0.203,0.166,Middle Atlantic,1
Haddonfield borough,NJ,1,21,11577,11588,0.04,122905,138664,0.979,0.718,0.848,0.152,460500,0.9474,43,0.266,0.15,Middle Atlantic,0
Athol town,MA,0,0,-99,11591,0.14,48414,56172,0.842,0.141,0.755,0.245,163700,0.9318,38.9,0.244,0.143,New England,0
Niles city,MI,0,0,-99,11594,0.2484,31264,39511,0.824,0.1322,0.5611,0.4389,85900,0.8174,33.2,0.2826,0.1447,East North Central,2
Federal Heights city,CO,0,0,-99,11598,0.1429,37754,41172,0.6533,0.0889,0.5163,0.4837,40300,0.7734,33,0.2589,0.1255,Mountain,2
Ionia city,MI,1,24,11394,11602,0.2504,32736,34122,0.8249,0.1007,0.5817,0.4183,85400,0.7348,34.5,0.1747,0.0754,East North Central,3
Coolidge city,AZ,1,11,11882,11609,0.1699,43342,48551,0.8019,0.1201,0.6292,0.3708,77400,0.7441,32.6,0.3341,0.1169,Mountain,2
East Bethel city,MN,0,0,-99,11609,0.0556,81004,89289,0.9371,0.1591,0.9503,0.0497,219600,0.9589,40.3,0.2657,0.0836,West North Central,4
Panama City Beach city,FL,0,0,-99,11623,0.1053,50047,61920,0.9215,0.2523,0.5301,0.4699,225400,0.9105,38.2,0.2002,0.142,South Atlantic,2
Lakewood Park CDP,FL,0,0,-99,11625,0.16,39030,52357,0.873,0.0992,0.8487,0.1513,94100,0.8655,49,0.1837,0.2421,South Atlantic,2
Big Bear City CDP,CA,0,0,-99,11628,0.2101,42957,52627,0.8352,0.1475,0.6617,0.3383,226600,0.8775,44.7,0.1966,0.1704,Pacific,0
Lynnfield town,MA,1,8,12294,11628,0.018,106860,119401,0.969,0.47,0.889,0.111,546600,0.9391,43.7,0.237,0.173,New England,4
Fairfax Station CDP,VA,0,0,-99,11628,0.024,157139,175481,0.9845,0.6983,0.9283,0.0717,619700,0.7595,45.6,0.2153,0.1175,South Atlantic,2
Glen Rock borough,NJ,1,23,11546,11631,0.025,152804,166117,0.972,0.643,0.951,0.049,600600,0.8518,41.1,0.302,0.12,Middle Atlantic,1
Adams township,PA,0,0,-99,11645,0.03,104395,124185,0.968,0.556,0.891,0.109,317300,0.9599,40.9,0.269,0.115,Middle Atlantic,0
Fenton city,MI,0,0,-99,11656,0.1156,44857,58582,0.9171,0.2993,0.6037,0.3963,115600,0.9568,35.4,0.2471,0.1416,East North Central,1
Douglas city,GA,1,25,11584,11669,0.2771,30888,36695,0.7664,0.1627,0.5155,0.4845,88000,0.3981,34.4,0.2858,0.1369,South Atlantic,0
Urbana city,OH,1,12,11793,11675,0.1532,37479,49212,0.8695,0.1568,0.5698,0.4302,100600,0.8881,38.5,0.2415,0.1623,East North Central,2
Florham Park borough,NJ,0,0,-99,11693,0.031,105057,124750,0.977,0.608,0.737,0.263,630100,0.869,40,0.193,0.174,Middle Atlantic,3
Two Rivers city,WI,1,20,11700,11702,0.127,42888,56591,0.9095,0.1799,0.7321,0.2679,101800,0.9356,45.2,0.2118,0.1951,East North Central,2
North Bellport CDP,NY,0,0,-99,11703,0.1271,72399,72184,0.8457,0.1892,0.6143,0.3857,308200,0.5834,30.6,0.3041,0.0556,Middle Atlantic,0
Richmond city,TX,0,0,-99,11703,0.2048,43494,48553,0.6436,0.1167,0.5658,0.4342,102100,0.7537,33,0.2403,0.121,West South Central,1
Magnolia city,AR,0,0,-99,11707,0.2749,30414,37996,0.8278,0.2361,0.5871,0.4129,94600,0.5384,31.5,0.2006,0.1653,West South Central,0
Ravenna city,OH,1,18,11724,11710,0.2398,35980,47895,0.8239,0.1369,0.502,0.498,109200,0.8724,37.6,0.2063,0.1568,East North Central,2
Spencer town,MA,0,0,-99,11713,0.078,59359,80895,0.867,0.232,0.65,0.35,255400,0.9483,40.2,0.218,0.142,New England,1
South Miami city,FL,1,3,11657,11717,0.1483,68965,91583,0.8926,0.4693,0.6551,0.3449,355200,0.7639,37.3,0.2203,0.1319,South Atlantic,2
Red Bank city,TN,0,0,-99,11723,0.1603,35686,47372,0.8687,0.2478,0.4958,0.5042,120700,0.8069,33.4,0.2068,0.1185,East South Central,2
Moody city,AL,0,0,-99,11724,0.1088,52292,62897,0.8366,0.1656,0.7801,0.2199,142100,0.8673,38.8,0.2156,0.1155,East South Central,1
Andover city,KS,0,0,-99,11727,0.0353,84280,95906,0.958,0.4673,0.8436,0.1564,169800,0.9367,33,0.3217,0.0788,West North Central,5
Holly Hill city,FL,0,0,-99,11730,0.2199,26992,35118,0.8118,0.136,0.5296,0.4704,95300,0.8043,44.5,0.1676,0.1959,South Atlantic,4
Waipio CDP,HI,0,0,-99,11740,0.0384,78750,84142,0.9296,0.2604,0.6502,0.3498,440100,0.1112,37.7,0.212,0.113,Pacific,0
Rosaryville CDP,MD,0,0,-99,11746,0.0222,118159,124144,0.9616,0.3161,0.9215,0.0785,342100,0.0968,38.6,0.2763,0.0786,South Atlantic,1
West Deer township,PA,0,0,-99,11747,0.068,62770,73682,0.904,0.276,0.842,0.158,144700,0.9743,44.1,0.206,0.163,Middle Atlantic,0
North Lindenhurst CDP,NY,0,0,-99,11749,0.0806,74912,85802,0.8542,0.2012,0.7102,0.2898,352500,0.8154,39.5,0.2484,0.1277,Middle Atlantic,1
Center township,PA,0,0,-99,11751,0.079,64608,82473,0.917,0.328,0.826,0.174,166000,0.9375,44.5,0.202,0.178,Middle Atlantic,1
Bridgeton city,MO,0,0,-99,11756,0.1276,43057,62970,0.91,0.2708,0.651,0.349,162200,0.7164,42,0.236,0.182,West North Central,1
Lower Burrell city,PA,0,0,-99,11765,0.12,48382,57813,0.929,0.229,0.778,0.222,129400,0.9755,47.9,0.177,0.229,Middle Atlantic,0
Taylorville city,IL,1,26,11500,11768,0.1613,42030,55159,0.8564,0.1327,0.6383,0.3617,81200,0.9582,42.3,0.2057,0.1803,East North Central,0
Putnam Valley town,NY,0,0,-99,11768,0.057,96380,104357,0.925,0.428,0.868,0.132,384700,0.8956,40.4,0.25,0.121,Middle Atlantic,0
Seven Hills city,OH,1,6,11825,11768,0.0549,61034,77803,0.8772,0.3016,0.9487,0.0513,170500,0.9609,50.4,0.1645,0.2885,East North Central,4
Blackfoot city,ID,0,0,-99,11781,0.2015,39656,46528,0.833,0.1764,0.6353,0.3647,121000,0.9088,30.7,0.299,0.116,Mountain,0
Schiller Park village,IL,0,0,-99,11782,0.0951,41862,53401,0.832,0.2065,0.6137,0.3863,228000,0.7964,34.2,0.2214,0.1095,East North Central,3
Somersworth city,NH,1,11,12000,11782,0.158,53354,69578,0.883,0.237,0.554,0.446,224700,0.8653,34.3,0.238,0.11,New England,3
Catskill town,NY,0,0,-99,11782,0.159,46816,54633,0.837,0.177,0.638,0.362,169000,0.8618,42.4,0.201,0.172,Middle Atlantic,0
Gardnerville Ranchos CDP,NV,0,0,-99,11785,0.1327,57185,64314,0.932,0.1909,0.6982,0.3018,237300,0.8712,42.6,0.2332,0.1592,Mountain,1
Wilton Manors city,FL,0,0,-99,11787,0.0925,50881,67245,0.8813,0.315,0.5028,0.4972,252700,0.7684,46.2,0.1268,0.1564,South Atlantic,2
Ocean City city,NJ,1,7,10000,11790,0.069,56463,81528,0.954,0.466,0.636,0.364,584500,0.9264,52.5,0.146,0.298,Middle Atlantic,0
Prairie Ridge CDP,WA,0,0,-99,11795,0.0765,69514,72819,0.9012,0.1247,0.8516,0.1484,212100,0.8963,36.2,0.2794,0.066,Pacific,1
Alum Rock CDP,CA,0,0,-99,11796,0.1028,65943,65159,0.6712,0.1312,0.6152,0.3848,427700,0.5539,33.2,0.2573,0.1014,Pacific,3
Chatham village,IL,0,0,-99,11807,0.042,79659,85175,0.9766,0.4182,0.8667,0.1333,161800,0.9473,35.9,0.2986,0.0956,East North Central,1
Georgetown CDP,GA,0,0,-99,11819,0.1458,45225,55911,0.9016,0.2587,0.5464,0.4536,170900,0.5655,31,0.2425,0.0791,South Atlantic,3
Trenton city,OH,0,0,-99,11823,0.1071,57942,64832,0.8838,0.129,0.7355,0.2645,130100,0.9448,31.3,0.3041,0.0968,East North Central,2
Mandeville city,LA,1,19,12135,11827,0.1091,63293,81941,0.9275,0.4225,0.6274,0.3726,256900,0.825,41.7,0.2342,0.1501,West South Central,3
Fortuna city,CA,0,0,-99,11830,0.1701,38780,46500,0.8941,0.1776,0.6461,0.3539,287500,0.8245,42.6,0.2372,0.1878,Pacific,0
Hasbrouck Heights borough,NJ,0,0,-99,11830,0.069,96892,105156,0.936,0.407,0.697,0.303,452600,0.8671,41.9,0.218,0.146,Middle Atlantic,2
North Castle town,NY,0,0,-99,11831,0.037,144049,162232,0.964,0.623,0.86,0.14,910100,0.8864,40,0.318,0.117,Middle Atlantic,1
Patchogue village,NY,0,0,-99,11831,0.1406,67167,83205,0.8708,0.2288,0.5491,0.4509,302700,0.848,35.7,0.1975,0.0889,Middle Atlantic,0
Haverstraw village,NY,0,0,-99,11843,0.1384,54926,56641,0.683,0.2125,0.4868,0.5132,321000,0.5445,32.6,0.2636,0.115,Middle Atlantic,0
Summerfield CDP,MD,0,0,-99,11844,0.0509,69266,77438,0.9081,0.2452,0.5653,0.4347,242700,0.0233,34.7,0.2584,0.0729,South Atlantic,0
Lumberton city,TX,0,0,-99,11850,0.0859,65446,73833,0.9168,0.2176,0.6837,0.3163,149000,0.9751,34.2,0.2906,0.0965,West South Central,0
Fulton city,NY,1,11,11854,11852,0.2585,36132,45000,0.8533,0.1388,0.5406,0.4594,74600,0.9516,35.2,0.281,0.1326,Middle Atlantic,0
Plattsburgh town,NY,0,0,-99,11853,0.124,55573,66974,0.853,0.241,0.735,0.265,131300,0.9528,42.5,0.195,0.176,Middle Atlantic,0
Franklin city,OH,0,0,-99,11857,0.1767,39055,46987,0.827,0.1146,0.5705,0.4295,116600,0.9808,39.1,0.2458,0.1403,East North Central,4
Elk City city,OK,0,0,-99,11860,0.1167,56332,68233,0.8323,0.1736,0.6296,0.3704,117600,0.9207,34.3,0.2641,0.1164,West South Central,0
Speedway town,IN,0,0,-99,11862,0.1157,42117,47443,0.8892,0.2651,0.4791,0.5209,122300,0.7747,38.6,0.1958,0.1635,East North Central,1
Cornelius city,OR,0,0,-99,11867,0.13,50977,54505,0.6954,0.1428,0.7858,0.2142,206700,0.6596,29.4,0.3593,0.0735,Pacific,2
Riviera Beach CDP,MD,0,0,-99,11869,0.0446,83638,89425,0.8676,0.224,0.8632,0.1368,270300,0.9386,40.5,0.1952,0.1252,South Atlantic,0
Lake Tapps CDP,WA,0,0,-99,11870,0.0328,101051,106818,0.9391,0.3179,0.8744,0.1256,372800,0.923,39.9,0.2673,0.0994,Pacific,3
Broadlands CDP,VA,0,0,-99,11876,0.0096,158571,168089,0.9719,0.777,0.8646,0.1354,540800,0.6991,33.9,0.377,0.0188,South Atlantic,0
Salisbury CDP,NY,0,0,-99,11879,0.0427,97083,112097,0.9267,0.3944,0.918,0.082,451400,0.7563,41.9,0.2115,0.1556,Middle Atlantic,0
New Baltimore city,MI,0,0,-99,11884,0.0621,79540,94063,0.9342,0.2799,0.8278,0.1722,171800,0.9561,39.6,0.2736,0.128,East North Central,1
Martinsville city,IN,0,0,-99,11890,0.1618,37976,43631,0.8113,0.0954,0.5778,0.4222,102800,0.9777,37.1,0.2421,0.137,East North Central,0
Clawson city,MI,1,24,11823,11899,0.0928,51951,69821,0.924,0.3126,0.6956,0.3044,136000,0.9267,40.6,0.1856,0.141,East North Central,6
Crestwood city,MO,1,19,11912,11901,0.0362,67225,85680,0.9544,0.4513,0.887,0.113,188800,0.9353,45.5,0.2317,0.2068,West North Central,3
Dingman township,PA,0,0,-99,11901,0.059,74570,81567,0.932,0.221,0.916,0.084,234800,0.9482,41.9,0.25,0.123,Middle Atlantic,1
Sugarland Run CDP,VA,0,0,-99,11904,0.0569,93594,94698,0.8927,0.3991,0.7661,0.2339,340600,0.6068,33.5,0.2636,0.062,South Atlantic,1
West Richland city,WA,0,0,-99,11904,0.0974,82969,87335,0.9383,0.3277,0.8578,0.1422,193400,0.9298,36.8,0.2842,0.0855,Pacific,3
Neosho city,MO,0,0,-99,11906,0.2031,33042,45313,0.7699,0.1591,0.5983,0.4017,87400,0.8379,32.4,0.2888,0.1423,West North Central,0
Griswold town,CT,0,0,-99,11907,0.091,64574,77129,0.874,0.182,0.755,0.245,223900,0.9283,38.9,0.211,0.11,New England,0
Beachwood city,OH,1,18,12500,11908,0.0377,78854,107195,0.9399,0.5706,0.6379,0.3621,291200,0.8181,52.4,0.2014,0.3119,East North Central,3
Lilburn city,GA,1,7,13334,11909,0.133,55545,68500,0.8078,0.3061,0.6951,0.3049,171100,0.5185,39.3,0.2534,0.1108,South Atlantic,4
Cusseta-Chattahoochee County unified government,GA,0,0,-99,11917,0.1266,48684,49946,0.928,0.2811,0.2982,0.7018,84400,0.6694,23.8,0.2643,0.0408,South Atlantic,3
New Garden township,PA,0,0,-99,11922,0.089,113736,122995,0.822,0.472,0.753,0.247,402900,0.891,37.4,0.261,0.064,Middle Atlantic,0
Maryville city,MO,1,16,11971,11924,0.3592,28495,56111,0.8996,0.2937,0.4167,0.5833,115100,0.9348,23.4,0.1208,0.1159,West North Central,0
Wakefield CDP,VA,0,0,-99,11926,0.0104,142917,149141,0.9481,0.6977,0.9343,0.0657,581900,0.7782,43.8,0.2408,0.1596,South Atlantic,1
Kelso city,WA,0,0,-99,11929,0.2365,33829,36179,0.8308,0.1038,0.4837,0.5163,132100,0.9017,36,0.2208,0.1442,Pacific,1
North Smithfield town,RI,0,0,-99,11932,0.045,77008,90288,0.884,0.293,0.746,0.254,296000,0.9645,47.4,0.199,0.209,New England,0
Dranesville CDP,VA,0,0,-99,11936,0.0582,152672,164313,0.9679,0.6852,0.9001,0.0999,489400,0.7388,38.4,0.2797,0.0743,South Atlantic,2
Hudson CDP,FL,0,0,-99,11939,0.1672,34717,48214,0.853,0.1536,0.7783,0.2217,138900,0.9445,55.8,0.1142,0.3404,South Atlantic,0
Bensville CDP,MD,0,0,-99,11941,0.0313,117746,123494,0.9557,0.4276,0.9269,0.0731,373500,0.4904,39.4,0.2785,0.086,South Atlantic,0
Forestville CDP,MD,0,0,-99,11942,0.0721,62880,74142,0.8606,0.1551,0.6853,0.3147,220700,0.07,41.2,0.2346,0.109,South Atlantic,1
Mount Sinai CDP,NY,0,0,-99,11949,0.0236,107207,118871,0.9411,0.3987,0.96,0.04,463800,0.9092,40.9,0.2612,0.1619,Middle Atlantic,0
Larkspur city,CA,0,0,-99,11952,0.0331,86675,116250,0.9622,0.6065,0.4909,0.5091,1000001,0.8933,46.2,0.2033,0.2216,Pacific,2
Farmington town,NY,0,0,-99,11953,0.107,59097,67955,0.903,0.268,0.756,0.244,133200,0.9132,38.1,0.281,0.088,Middle Atlantic,1
Seabrook city,TX,0,0,-99,11955,0.1047,69475,94977,0.961,0.4726,0.6373,0.3627,206600,0.8777,33.6,0.2682,0.0655,West South Central,0
Woodland Park borough,NJ,0,0,-99,11957,0.076,77806,87847,0.891,0.315,0.602,0.398,392700,0.8329,43.8,0.195,0.184,Middle Atlantic,1
Parker CDP,SC,0,0,-99,11965,0.3729,23594,26516,0.6062,0.0624,0.4728,0.5272,65500,0.6843,31.8,0.2639,0.1126,South Atlantic,0
Highland Park city,MI,0,0,-99,11971,0.4458,20298,29042,0.7764,0.0986,0.3739,0.6261,54100,0.0764,40.6,0.2496,0.1413,East North Central,2
Lakeside CDP,VA,0,0,-99,11976,0.1192,45929,51309,0.8566,0.2913,0.6617,0.3383,174600,0.7837,39.6,0.2049,0.1401,South Atlantic,1
Brown Deer village,WI,1,17,12088,11980,0.094,54362,70717,0.9388,0.3903,0.6404,0.3596,166700,0.5877,42.6,0.1866,0.1646,East North Central,7
Brattleboro town,VT,0,0,-99,11982,0.134,45940,61144,0.886,0.375,0.531,0.469,210400,0.9185,42.3,0.206,0.162,New England,0
Mamakating town,NY,0,0,-99,11989,0.087,53878,65301,0.877,0.196,0.772,0.228,196200,0.9178,41,0.237,0.118,Middle Atlantic,0
Yulee CDP,FL,0,0,-99,11990,0.0803,58140,60809,0.8708,0.1307,0.7565,0.2435,164500,0.8858,37.4,0.2515,0.1261,South Atlantic,3
Klahanie CDP,WA,0,0,-99,11991,0.0581,112063,129694,0.9783,0.6359,0.7533,0.2467,467300,0.6512,35.7,0.3055,0.0535,Pacific,1
Goldenrod CDP,FL,0,0,-99,12000,0.2425,34356,57500,0.9038,0.2628,0.4956,0.5044,184900,0.8248,34.5,0.1891,0.1411,South Atlantic,4
North Merrick CDP,NY,0,0,-99,12001,0.0206,109404,129522,0.9702,0.4371,0.9424,0.0576,463800,0.8912,41.3,0.2413,0.1475,Middle Atlantic,0
Baraboo city,WI,1,22,11963,12011,0.1193,47886,56735,0.8687,0.1968,0.6137,0.3863,141200,0.9276,35.3,0.2391,0.1553,East North Central,1
Freehold borough,NJ,1,17,12000,12013,0.147,55248,66850,0.723,0.212,0.547,0.453,281900,0.7533,32.6,0.262,0.094,Middle Atlantic,3
Los Alamos CDP,NM,0,0,-99,12014,0.0217,106016,124284,0.9829,0.6694,0.724,0.276,293100,0.8746,43.6,0.2393,0.1384,Mountain,0
Chester town,NY,0,0,-99,12019,0.021,89104,104493,0.949,0.361,0.827,0.173,324300,0.7911,41.2,0.235,0.118,Middle Atlantic,0
West Plains city,MO,1,3,12270,12020,0.2837,29965,39976,0.8462,0.1748,0.5567,0.4433,103300,0.9546,36.4,0.2453,0.1691,West North Central,1
Berkley CDP,CO,0,0,-99,12021,0.2184,42014,53513,0.6385,0.1079,0.6265,0.3735,171000,0.7195,34,0.255,0.1245,Mountain,1
Patterson town,NY,0,0,-99,12029,0.102,89079,101868,0.924,0.313,0.811,0.189,332300,0.8622,40.2,0.214,0.097,Middle Atlantic,0
Norton city,OH,0,0,-99,12033,0.0755,57635,69059,0.9163,0.1982,0.8809,0.1191,140200,0.9696,43.8,0.2149,0.169,East North Central,2
Steamboat Springs city,CO,1,23,12088,12036,0.0915,64400,74328,0.9708,0.556,0.6453,0.3547,517300,0.9516,37.1,0.1844,0.088,Mountain,1
Lake Los Angeles CDP,CA,0,0,-99,12037,0.2066,45440,46869,0.6654,0.0955,0.6974,0.3026,102900,0.6988,33.1,0.3067,0.102,Pacific,0
Jensen Beach CDP,FL,0,0,-99,12039,0.0797,43540,61500,0.9109,0.2264,0.7418,0.2582,194800,0.9556,52.7,0.1613,0.2764,South Atlantic,2
Wells Branch CDP,TX,0,0,-99,12041,0.136,44410,57500,0.9198,0.3438,0.3228,0.6772,160300,0.6424,30.3,0.1997,0.0669,West South Central,2
Brunswick town,NY,0,0,-99,12043,0.031,72955,98403,0.926,0.337,0.806,0.194,209600,0.9342,45.8,0.18,0.158,Middle Atlantic,0
Lower Pottsgrove township,PA,0,0,-99,12043,0.08,82525,91912,0.941,0.313,0.848,0.152,209600,0.871,37.1,0.273,0.128,Middle Atlantic,1
Madison city,IN,1,18,12000,12048,0.112,41776,52500,0.8186,0.2039,0.5958,0.4042,114400,0.9204,43.8,0.2091,0.1807,East North Central,0
Waianae CDP,HI,0,0,-99,12052,0.1837,65568,67955,0.8303,0.0836,0.7308,0.2692,311400,0.066,32.2,0.3189,0.0935,Pacific,1
North Greenbush town,NY,0,0,-99,12054,0.046,75720,89347,0.93,0.335,0.767,0.233,191800,0.9611,39.1,0.241,0.166,Middle Atlantic,0
Amherst city,OH,0,0,-99,12056,0.0742,63497,76471,0.9188,0.2647,0.8363,0.1637,160200,0.9525,44.2,0.2369,0.1607,East North Central,3
Cascades CDP,VA,0,0,-99,12056,0.0101,129853,143495,0.9848,0.6571,0.7851,0.2149,454600,0.7255,38.8,0.2882,0.0916,South Atlantic,0
Stafford town,CT,0,0,-99,12058,0.067,63672,72674,0.906,0.199,0.765,0.235,206600,0.961,40.4,0.217,0.115,New England,0
Westwood Lakes CDP,FL,0,0,-99,12060,0.1674,43548,47966,0.727,0.1593,0.765,0.235,216800,0.9334,44.5,0.1638,0.1942,South Atlantic,0
Gulfport city,FL,1,16,12100,12063,0.1462,41304,52178,0.9069,0.2986,0.6845,0.3155,160500,0.8488,48.2,0.1505,0.2197,South Atlantic,2
Camden city,AR,0,0,-99,12066,0.2535,29748,40304,0.8381,0.1718,0.594,0.406,72200,0.4199,43,0.2442,0.1832,West South Central,0
Medfield town,MA,1,1,12548,12067,0.039,124567,134785,0.975,0.662,0.895,0.105,574700,0.927,42.1,0.299,0.103,New England,1
Lynden city,WA,0,0,-99,12072,0.0793,54129,64660,0.8926,0.2515,0.6808,0.3192,284400,0.9175,38.7,0.2525,0.1883,Pacific,1
Blue Ash city,OH,0,0,-99,12079,0.0539,73464,91918,0.9388,0.568,0.6954,0.3046,220300,0.7646,43.5,0.2017,0.1753,East North Central,1
Plover village,WI,1,21,12420,12079,0.1088,59721,75329,0.9092,0.3274,0.611,0.389,157500,0.9396,35.2,0.2385,0.1156,East North Central,2
Somerset township,PA,0,0,-99,12083,0.13,43539,57339,0.842,0.129,0.834,0.166,118200,0.8386,41.6,0.153,0.144,Middle Atlantic,0
Cloquet city,MN,0,0,-99,12097,0.153,45919,59435,0.9114,0.2517,0.6585,0.3415,139200,0.8298,38.1,0.2567,0.1456,West North Central,0
Freeport city,TX,0,0,-99,12107,0.2178,37195,43237,0.7081,0.0764,0.5636,0.4364,70100,0.7321,30.1,0.2859,0.0883,West South Central,1
